# taxon distribution range models
# data save on : 2023-09-25T17:03:33-03:00
taxon	type	age	equator	pixel	density
Acer rubrum	points	0	360	5729	1.000000
Acer rubrum	points	0	360	5730	1.000000
Acer rubrum	points	0	360	5731	1.000000
Acer rubrum	points	0	360	5732	1.000000
Acer rubrum	points	0	360	5733	1.000000
Acer rubrum	points	0	360	5734	1.000000
Acer rubrum	points	0	360	5735	1.000000
Acer rubrum	points	0	360	5736	1.000000
Acer rubrum	points	0	360	5737	1.000000
Acer rubrum	points	0	360	5738	1.000000
Acer rubrum	points	0	360	5739	1.000000
Acer rubrum	points	0	360	5740	1.000000
Acer rubrum	points	0	360	5741	1.000000
Acer rubrum	points	0	360	5743	1.000000
Acer rubrum	points	0	360	5745	1.000000
Acer rubrum	points	0	360	5746	1.000000
Acer rubrum	points	0	360	5747	1.000000
Acer rubrum	points	0	360	5748	1.000000
Acer rubrum	points	0	360	5954	1.000000
Acer rubrum	points	0	360	5955	1.000000
Acer rubrum	points	0	360	5975	1.000000
Acer rubrum	points	0	360	5976	1.000000
Acer rubrum	points	0	360	5977	1.000000
Acer rubrum	points	0	360	5978	1.000000
Acer rubrum	points	0	360	5979	1.000000
Acer rubrum	points	0	360	5980	1.000000
Acer rubrum	points	0	360	5981	1.000000
Acer rubrum	points	0	360	5982	1.000000
Acer rubrum	points	0	360	5983	1.000000
Acer rubrum	points	0	360	5984	1.000000
Acer rubrum	points	0	360	5985	1.000000
Acer rubrum	points	0	360	5986	1.000000
Acer rubrum	points	0	360	5987	1.000000
Acer rubrum	points	0	360	5988	1.000000
Acer rubrum	points	0	360	5989	1.000000
Acer rubrum	points	0	360	5990	1.000000
Acer rubrum	points	0	360	5991	1.000000
Acer rubrum	points	0	360	5992	1.000000
Acer rubrum	points	0	360	5993	1.000000
Acer rubrum	points	0	360	5994	1.000000
Acer rubrum	points	0	360	5995	1.000000
Acer rubrum	points	0	360	5996	1.000000
Acer rubrum	points	0	360	5997	1.000000
Acer rubrum	points	0	360	5998	1.000000
Acer rubrum	points	0	360	5999	1.000000
Acer rubrum	points	0	360	6211	1.000000
Acer rubrum	points	0	360	6225	1.000000
Acer rubrum	points	0	360	6232	1.000000
Acer rubrum	points	0	360	6233	1.000000
Acer rubrum	points	0	360	6234	1.000000
Acer rubrum	points	0	360	6235	1.000000
Acer rubrum	points	0	360	6236	1.000000
Acer rubrum	points	0	360	6237	1.000000
Acer rubrum	points	0	360	6238	1.000000
Acer rubrum	points	0	360	6239	1.000000
Acer rubrum	points	0	360	6240	1.000000
Acer rubrum	points	0	360	6242	1.000000
Acer rubrum	points	0	360	6243	1.000000
Acer rubrum	points	0	360	6244	1.000000
Acer rubrum	points	0	360	6245	1.000000
Acer rubrum	points	0	360	6246	1.000000
Acer rubrum	points	0	360	6247	1.000000
Acer rubrum	points	0	360	6248	1.000000
Acer rubrum	points	0	360	6249	1.000000
Acer rubrum	points	0	360	6250	1.000000
Acer rubrum	points	0	360	6251	1.000000
Acer rubrum	points	0	360	6252	1.000000
Acer rubrum	points	0	360	6253	1.000000
Acer rubrum	points	0	360	6470	1.000000
Acer rubrum	points	0	360	6494	1.000000
Acer rubrum	points	0	360	6495	1.000000
Acer rubrum	points	0	360	6496	1.000000
Acer rubrum	points	0	360	6497	1.000000
Acer rubrum	points	0	360	6498	1.000000
Acer rubrum	points	0	360	6499	1.000000
Acer rubrum	points	0	360	6500	1.000000
Acer rubrum	points	0	360	6501	1.000000
Acer rubrum	points	0	360	6502	1.000000
Acer rubrum	points	0	360	6503	1.000000
Acer rubrum	points	0	360	6504	1.000000
Acer rubrum	points	0	360	6506	1.000000
Acer rubrum	points	0	360	6507	1.000000
Acer rubrum	points	0	360	6508	1.000000
Acer rubrum	points	0	360	6512	1.000000
Acer rubrum	points	0	360	6735	1.000000
Acer rubrum	points	0	360	6758	1.000000
Acer rubrum	points	0	360	6760	1.000000
