tree	node	distance	d-025	d-975	brLen	speed	x-005	x-095	slower	faster
joyce2023	214	1765.574	529.198	3785.348	1.250	1412.459	976.558	3658.038	0.149	0.033
joyce2023	215	1430.104	197.207	3716.510	1.875	762.722	555.975	3780.632	0.149	0.022
joyce2023	216	15460.989	8500.475	23932.186	32.500	475.723	14294.075	27666.712	0.384	0.004
joyce2023	217	3017.221	902.338	5995.957	3.750	804.592	1651.802	6099.736	0.137	0.021
joyce2023	218	7608.067	3318.865	13412.993	15.184	501.055	6153.009	15433.046	0.300	0.005
joyce2023	219	7353.274	3706.419	13179.903	13.566	542.041	4490.283	13051.337	0.077	0.027
joyce2023	220	6286.155	2334.931	12189.961	13.566	463.379	4708.940	13184.865	0.266	0.010
joyce2023	221	5739.157	2181.667	11016.713	11.875	483.297	4383.573	12200.873	0.276	0.008
joyce2023	222	9783.695	4958.122	15334.181	16.875	579.774	6161.444	16111.512	0.087	0.014
joyce2023	223	9733.866	5651.192	15486.986	16.250	599.007	6620.268	15863.139	0.074	0.018
joyce2023	224	7990.768	7472.642	8685.983	0.625	12785.229	222.390	2223.901	0.000	1.000
joyce2023	225	8277.222	7496.493	8718.430	0.625	13243.556	222.390	2112.706	0.000	1.000
joyce2023	226	2150.502	311.911	4928.469	3.125	688.161	555.975	4781.388	0.077	0.032
joyce2023	227	7534.875	3409.638	13536.101	15.625	482.232	5976.183	15468.425	0.265	0.005
joyce2023	228	7061.130	3805.490	13114.059	15.625	451.912	6041.373	14813.740	0.314	0.009
