species	speciesID	latitude	longitude	geoRefUncertainty	gbifID	catalog	occurrenceID	date	country	province	county	locality	taxon	taxonID	dataset	datasetID	publisher	reference	license
Euchorium cubense	3783834	22.6481	-83.7311	0	4135894102	CubanPSG:PresenceSites:3153	CubanPSG:PresenceSites:3153		CU			Viñales	Euchorium cubense	3783834	Distribution of Cuban Plants	284ff299-cd6e-47a4-9730-f5a2f941e404	IUCN/SSC Cuban Plant Specialist Group		CC_BY_NC_4_0

